PDB	CHAIN	Uniprot_ID	LENGTH	RESOLUTION	PDB_BEG	PDB_END
6sbu	F	P00338	328	2.91	2	14	18	332
6sbu	G	P00338	328	2.91	2	14	18	332
6sbu	H	P00338	328	2.91	2	14	18	332
6tam	A	P01116	169	1.64	1	169
6tb2	B	P68871	146	2.9	1	146
6tb2	C	P00738	256	2.9	148	158	162	406
6tun	A	P18074	173	2.07	246	294	316	439
6tun	B	P18074	170	2.07	246	291	316	439
6tdc	A	P37231	257	2.328	235	288	303	505
6tf7	A	P17931	137	1.4	114	250
6te5	A	P47895	485	3.25	24	508
6te5	B	P47895	479	3.25	25	386	392	508
6tdq	B	P61769	99	1.6	2	100
6tdq	D	P61769	99	1.6	2	100
6rct	A	P49761	350	2.32	135	484
6rct	B	P49761	351	2.32	134	484
6t12	A	Q96MU7	159	1.46	345	421	424	431	434	507
6t12	B	Q96MU7	163	1.46	345	507
6t41	A	P49336	343	2.45	1	117	120	186	196	239	245	359
6t58	A	P04637	33	3.1	17	30	36	54
6t58	A	P07355	313	3.1	251	252	255	565
6t58	B	P07355	311	3.1	255	565
6s64	A	Q15562	195	2.22	222	239	248	256	264	308	324	446
6s64	B	Q15562	210	2.22	219	257	263	308	323	447
6s7f	A	P21589	516	2.05	27	374	382	549
6s7p	A	P21439	1128	3.2	42	84	105	629	692	1093	1094	1251
6s86	A	Q86WV6	171	2.6	154	186	193	316	323	336
6s86	B	Q86WV6	170	2.6	154	186	193	316	323	335
6uz5	A	P00747	78	None	166	243
6uzz	B	P0DP23	144	3.1	6	149
6uzz	D	P0DP23	144	3.1	6	149
6uzz	F	P0DP23	144	3.1	6	149
6uzz	H	P0DP23	144	3.1	6	149
6ucm	A	P53539	39	2.424	177	215
6ucm	B	P53539	50	2.424	166	215
6ucm	C	P53539	65	2.424	153	217
6tjm	B	P03372	5	1.85	591	595
6ud7	A	Q66K64	426	2.3	32	199	210	271	386	397	417	600
6tkg	H	P00734	252	1.35	321	467	475	579
6tkg	L	P00734	36	1.35	285	320
6tl7	A	P78380	131	1.11	143	273
6tl7	B	P78380	131	1.11	143	273
6tkv	A	Q9BYC5	468	1.95	107	574
6tkv	B	Q9BYC5	468	1.95	108	446	447	575
6ujb	B	P26012	359	3.51	62	398	404	425
6ukv	A	Q86WV6	173	1.83	155	186	190	316	323	336
6ukv	B	Q86WV6	176	1.83	155	316	323	336
6ukx	A	Q86WV6	173	1.93	155	187	191	316	323	336
6ukx	B	Q86WV6	176	1.93	155	316	323	336
6rv6	A	P27918	164	3.507	28	191
6rv6	B	P27918	214	3.507	256	469
6rvl	A	P00918	257	1.72	4	260
6siq	P	P04637	10	1.60121	384	393
6ui9	A	P53396	1021	3.1	2	425	487	750	767	1099
6ui9	B	P53396	1021	3.1	2	425	487	750	767	1099
6ui9	C	P53396	1021	3.1	2	425	487	750	767	1099
6ui9	D	P53396	1021	3.1	2	425	487	750	767	1099
6si1	A	P04637	197	1.44	96	292
6si1	B	P04637	198	1.44	94	291
6uoa	A	Q9UBS5	657	6.3	167	485	494	616	627	693	707	792	801	862
6uox	A	O15118	1161	4.13	24	287	334	641	650	796	814	1255
6ruv	A	P01024	645	6.15	1	645
6ruv	B	P01024	913	6.15	729	1641
6ruv	G	P01024	645	6.15	1	645
6ruv	H	P01024	913	6.15	729	1641
6ruv	J	P00751	505	6.15	235	739
6ruv	L	P00751	505	6.15	235	739
6ruv	U	P27918	105	6.15	28	132
6ruv	V	P27918	214	6.15	256	469
6ruv	X	P27918	163	6.15	28	190
6ruv	Y	P27918	214	6.15	256	469
6r7t	B	P43366	180	2.682	108	139	148	168	176	184	195	261	268	318
6xli	E	P10636	13	2	210	222
6xli	F	P10636	13	2	210	222
6xli	P	P10636	13	2	210	222
6xm2	I	P61812	112	1.91	303	414
6xm2	J	P61812	108	1.91	303	351	354	354	357	414
6xm2	K	P61812	106	1.91	303	351	358	414
6xm2	L	P61812	109	1.91	303	351	354	354	356	414
6xno	A	P13688	107	1.9	1	107
6xno	B	P13688	107	1.9	1	107
6vge	D	Q13950	117	4.25	111	227
6vg3	A	Q13308	277	1.95	788	1064
6vg3	B	Q13308	279	1.95	788	1066
6vg3	C	Q13308	265	1.95	789	891	902	1063
6xp2	A	P32322	267	2.3	1	6	9	33	39	274
6xp2	B	P32322	273	2.3	1	273
6xp2	C	P32322	274	2.3	1	274
6xp2	D	P32322	275	2.3	1	275
6xp2	E	P32322	274	2.3	1	274
6vft	A	O14917	413	3.71	2	29	47	377	393	446
6vft	B	O14917	414	3.71	1	29	46	377	394	446
6vft	C	O14917	418	3.71	1	29	45	377	392	447
6vft	D	O14917	418	3.71	1	30	45	377	393	447
6xp6	A	P01909	181	2.4	1	181
6xp6	D	P01909	182	2.4	0	181
6yhx	A	P05067	30	None	26	55
6ygj	B	Q9NP71	20	2.07	117	136
6ygj	I	Q9NP71	20	2.07	117	136
6z7g	AAA	O60885	125	1.59	44	168
6z7l	AAA	O60885	125	1.624	44	168
6z7m	AAA	O60885	124	1.26	44	167
6yie	A	O15392	135	3.49	5	139
6yie	C	Q9NQS7	40	3.49	7	46
6yie	D	O15392	133	3.49	5	137
6yie	F	Q9NQS7	43	3.49	3	45
6z6r	B	P00742	18	2.13	99	116
6x8o	A	O43521	26	1.31	141	166
6x8o	B	O43521	26	1.31	141	166
6x8o	C	O43521	26	1.31	141	166
6x8o	D	O43521	26	1.31	141	166
6xuz	A	O60885	125	1.07	44	168
6xvb	A	P10721	285	2.15	569	687	766	931
6xvb	B	P10721	277	2.15	577	687	766	931
6zbv	A	P48067	539	3.4	100	234	238	239	257	308	315	664
6zdm	AAA	Q9Y251	383	1.714	159	425	428	543
6zdm	BBB	Q9Y251	74	1.714	1	74
6ypn	B	P68400	326	1.58	2	327
6z86	A	P30793	192	2.206	58	249
6z86	B	P30793	190	2.206	59	248
6z86	C	P30793	191	2.206	58	248
6z86	D	P30793	191	2.206	59	249
6z86	E	P30793	190	2.206	59	248
6z86	F	P30793	190	2.206	59	248
6z86	G	P30793	193	2.206	58	250
6z86	H	P30793	192	2.206	59	250
6z86	I	P30793	192	2.206	58	249
6z86	J	P30793	190	2.206	59	248
6z86	K	P30793	192	2.206	59	250
6z86	L	P30793	191	2.206	58	248
6z86	M	P30793	191	2.206	58	248
6z86	N	P30793	193	2.206	58	250
6z86	O	P30793	191	2.206	60	250
6z86	P	P30793	189	2.206	60	248
6z86	Q	P30793	190	2.206	59	248
6z86	R	P30793	191	2.206	60	250
6z86	S	P30793	188	2.206	60	158	162	250
6z86	T	P30793	186	2.206	64	249
6yos	C	P04150	9	2.75	520	528
6ypw	A	P00918	259	1.1	3	261
6wi2	D	Q9H1K1	125	1.95	35	159
6wmw	B	Q6UXV0	192	2.91	129	320
6wnh	A	O00255	481	2.1	2	70	74	148	149	385	402	459	520	527	548	581
6wq5	A	P00918	258	1.304	4	261
6w25	A	P32245	263	2.75	43	110	113	222	236	320
6w2c	A	P31645	542	6.3	76	617
6wr0	A	P05093	466	2.7	31	274	283	504
6wr0	B	P05093	465	2.7	31	274	283	503
6wr0	C	P05093	474	2.7	30	503
6wr0	D	P05093	466	2.7	31	274	282	503
6w2l	A	Q86SQ9	327	2.306	2	287	290	330
6w3n	A	P27695	276	2.69	43	318
6w3n	B	P27695	276	2.69	43	318
6w3u	A	P27695	276	2.4	43	318
6w3u	B	P27695	276	2.4	43	318
6w39	A	O75460	374	1.736	563	579	581	714	734	744	749	886	890	963
6w39	B	O75460	374	1.736	563	655	658	714	734	744	749	887	890	963
6w4k	A	O60341	651	2.93	174	342	351	832
6w5v	A	O15118	1175	4	23	295	326	641	650	794	815	1255
6w5v	D	P61916	132	4	20	151
6w65	A	Q8N5Y8	241	2.13	5	220	250	274
6w65	B	Q8N5Y8	232	2.13	5	169	179	220	250	274
6w65	C	Q8N5Y8	235	2.13	5	75	79	169	176	225	252	274
6vwb	A	Q96NY9	89	None	2	90
6y1i	A	P52732	326	3	16	246	256	270	286	365
6y1i	B	P52732	319	3	16	52	64	246	256	270	282	365
6y1i	C	P52732	326	3	16	246	256	270	286	365
6zpu	A	P12821	587	2	41	293	300	633
6vvo	A	P35251	448	3.4	580	622	639	705	710	828	846	1053	1056	1066
6vvo	D	P35249	304	3.4	38	66	71	101	105	128	142	361
6zrv	A	P05121	371	1.88	7	330	333	379
6yel	A	Q13586	110	None	6	115
6ybt	1	P55884	588	6	170	532	540	764
6ybt	u	Q14152	134	6	573	706
6w07	A	Q06187	264	1.51	393	466	469	658
6yuz	A	Q07837	594	2.8	92	685
6yuz	C	Q07837	594	2.8	92	685
6viu	B	P61769	98	2.334	1	98
6ybw	O	P61247	211	3.1	23	233
6ybw	z	O75822	160	3.1	43	96	113	135	153	235
6vhp	A	P00533	308	3.6	696	864	868	872	875	984	987	991	1001	1019
6vjj	A	P01116	167	1.4	1	167
6vjj	B	P04049	77	1.4	55	131
6vn8	A	O60674	293	1.9	840	1132
6vn8	B	O60674	289	1.9	843	1131
6vo7	A	P42336	140	2.31	157	198	203	300
6vnb	A	O60674	293	2.19	840	1132
6vnb	B	O60674	289	2.19	843	1131
6vnd	A	Q02127	365	1.97	30	394
6vnc	A	O60674	292	2.3	840	1131
6vnc	B	O60674	289	2.3	843	1131
6vms	B	P62873	339	3.8	2	340
6vms	R	P14416	412	3.8	32	361	362	443
6x1a	A	P63092	351	2.5	11	64	88	253	264	394
6x1a	B	P62873	338	2.5	3	340
6x1a	R	P43220	390	2.5	28	128	135	423
6y6c	A	Q9NZC2	118	2.26	20	137
6y6c	B	Q9NZC2	118	2.26	20	137
6y74	A	Q16790	258	1.53	137	394
6y74	B	Q16790	258	1.53	137	394
6y94	A	P0DP23	148	None	1	148
6y9h	H	P00734	228	1.48	16	147	150	245
6y9h	L	P00734	14	1.48	1	14
6x5j	A	P00740	234	2.513	16	249
6x5j	B	P00740	50	2.513	85	101	107	139
6x5l	A	P00740	233	2.246	16	59	61	249
6x5l	B	P00740	49	2.246	86	101	107	139
6x5y	A	P14902	374	2.65	11	362	381	402
6x5y	B	P14902	371	2.65	11	361	382	401
6waj	A	Q9NVX2	81	1.9	15	81	83	96
6x5c	C	P01730	96	4.04	1	96
6x5c	I	P01730	96	4.04	1	96
6x5c	J	P01730	96	4.04	1	96
6x5h	A	Q9BYC5	467	2.25	108	574
6x5h	B	Q9BYC5	467	2.25	108	574
6x5h	C	Q9BYC5	449	2.25	108	366	375	433	444	574
6x5h	D	Q9BYC5	450	2.25	108	366	375	435	445	574
6wur	B	Q8NE01	138	2.882	309	446
6wu8	A	Q06124	494	2.4	3	156	161	235	245	293	302	312	324	528
6wu8	B	Q06124	497	2.4	3	156	162	234	245	295	302	315	324	528
6wv4	A	Q9BQB6	139	3.012	146	174	188	297
6wvd	A	Q8N5M9	169	2.25	146	148	162	327
6x5u	A	Q9BYC5	467	3.2	108	574
6x5u	B	Q9BYC5	467	3.2	108	574
6x5u	C	Q9BYC5	467	3.2	108	574
6x5u	D	Q9BYC5	467	3.2	108	574
6x5u	E	Q9BYC5	467	3.2	108	574
6x5u	F	Q9BYC5	467	3.2	108	574
6x5u	G	Q9BYC5	467	3.2	108	574
6x5u	H	Q9BYC5	467	3.2	108	574
6yzo	A	P00918	257	1.5	4	260
6x5t	A	Q9BYC5	467	2.47	108	574
6x5t	B	Q9BYC5	467	2.47	108	574
6x5t	C	Q9BYC5	467	2.47	108	574
6x5t	D	Q9BYC5	467	2.47	108	574
6x5t	E	Q9BYC5	466	2.47	109	574
6x5t	F	Q9BYC5	467	2.47	108	574
6x5t	G	Q9BYC5	466	2.47	109	574
6x5t	H	Q9BYC5	466	2.47	109	574
6z0g	A	Q9NZC2	46	None	1	46
6yzs	A	P00918	258	1.05	3	260
6yzq	A	P00918	257	1.04	4	260
6z0x	A	Q92743	203	3.1	161	300	313	375
6z0x	B	Q92743	197	3.1	164	302	313	370
6z0x	C	Q92743	200	3.1	161	301	312	370
6z19	B	P68400	328	1.47	2	329
6z1x	A	P51659	115	2.09	6	120
6z2v	A	P49761	339	2.6	134	299	308	480
6z3h	A	P43026	105	3.158	397	501
6z3i	BBB	P04062	497	1.8	1	497
6xfp	A	P15056	272	2	449	720
6z45	B	O60563	252	3.37	8	259
6xgu	A	P01116	168	2.7	1	168
6xgu	B	P04049	134	2.7	55	188
6xgv	A	P01116	168	2.11	1	168
6xgv	B	P04049	134	2.11	55	188
7cjv	A	P00441	110	None	1	48	49	51	52	93	94	96	97	110
7api	A	P01009	339	3	20	358
7api	B	P01009	36	3	359	394
7apf	A	P52333	290	1.95	814	1103
7apf	B	P52333	285	1.95	814	891	897	1103
7aq1	A	Q16820	533	2.413	62	594
7aq1	B	Q16820	533	2.413	62	594
7aes	A	P00918	259	1.4	3	261
7aei	A	P00533	315	2.65	697	747	750	990	996	1018
6vmi	0	Q9BYC8	108	2.96	79	186
6vmi	6	Q96DV4	354	2.96	27	380
6vmi	8	Q9NQ50	99	2.96	83	181
6vmi	A0	P82930	214	2.96	2	215
6vmi	A1	P82673	275	2.96	49	323
6vmi	A3	Q9NWT8	72	2.96	128	199
6vmi	A4	Q96EY7	549	2.96	56	163	202	231	237	562	572	656
6vmi	AB	Q9Y399	220	2.96	56	275
6vmi	AI	P82912	136	2.96	59	194
6vmi	AL	P82914	174	2.96	64	237
6vmi	AM	Q9Y3D3	116	2.96	10	125
6vmi	AN	Q9Y2R5	107	2.96	5	111
6vmi	AR	P82650	292	2.96	66	357
6vmi	AS	Q9Y3D9	135	2.96	2	136
6vmi	AV	Q92552	367	2.96	28	292	311	412
6vmi	AW	Q9Y2Q9	97	2.96	77	173
6vmi	AX	P51398	353	2.96	46	398
6vmi	D	Q5T653	239	2.96	61	299
6vmi	E	P09001	306	2.96	43	348
6vmi	F	Q9BYD3	250	2.96	45	294
6vmi	H	Q9BYD2	98	2.96	53	150
6vmi	I	Q7Z7H8	179	2.96	29	207
6vmi	N	Q9NX20	222	2.96	30	251
6vmi	S	Q7Z2W9	156	2.96	49	204
6vmi	TA	P52815	45	2.96	46	90
6vmi	TB	P52815	27	2.96	64	90
6vmi	TC	P52815	71	2.96	128	198
6vmi	U	Q16540	152	2.96	2	153
6vmi	V	Q96A35	206	2.96	11	216
6vmi	W	Q9P0M9	111	2.96	38	148
6vmi	X	Q13084	243	2.96	2	244
6vmi	Y	Q9HD33	176	2.96	63	238
6vmi	c	Q9H9J2	289	2.96	31	319
6vmi	e	Q9H2W6	217	2.96	43	104	116	217	227	279
6vmi	f	Q96GC5	146	2.96	48	193
6vmi	g	Q13405	132	2.96	35	166
6vmi	k	Q96EL3	96	2.96	2	97
6vmi	l	Q6P161	72	2.96	66	137
6vmi	m	Q7Z7F7	45	2.96	34	78
6vmi	p	Q14197	152	2.96	38	86	94	196
6vmi	q	Q8TAE8	168	2.96	25	192
6vmi	s	Q9NP92	393	2.96	40	432
6vmi	v	Q96RP9	712	2.96	40	751
7aoa	A	Q13330	343	19.4	9	52	101	160	162	163	165	228	237	340	468	518	529	546
7aoa	C	Q9UBB5	64	19.4	149	212
7aoa	D	Q13330	343	19.4	9	52	101	160	162	163	165	228	237	340	468	518	529	546
7afu	A	Q96SD1	357	1.56	3	343	346	361
7bg5	AAA	P00918	259	1.428	3	261
7bgc	A	P06276	527	2.4	3	529
7agf	D	Q14126	231	3.1	100	330
7agf	E	Q14126	231	3.1	100	330
7agf	F	Q14126	231	3.1	100	330
7bhh	A	P00918	259	1.4	3	261
7bg7	B	P05362	84	2.4	1	84
7bi3	P	Q04206	9	1.2	43	51
7bi5	A	P00918	257	1.74	4	260
7bqv	B	Q9UJQ4	23	1.8	410	432
7bre	B	Q9UMN6	163	2.803	2551	2697	2700	2715
7bre	E	Q9UMN6	163	2.803	2551	2695	2698	2715
7btv	A	Q96KQ7	271	2	918	1091	1093	1189
7btv	B	Q96KQ7	272	2	916	1091	1094	1189
7bv9	A	Q96RE7	164	None	322	485
7bhp	LA	P62917	247	3.3	2	248
7bhp	LC	P36578	359	3.3	1	359
7bhp	LM	P50914	129	3.3	2	130
7bhp	LN	P61313	203	3.3	2	204
7bhp	LO	P40429	198	3.3	6	203
7bhp	LR	P84098	151	3.3	2	152
7bhp	Lr	P46779	122	3.3	2	123
7c0m	K	Q8N884	366	3.9	157	522
7c0m	k	Q8N884	366	3.9	157	522
7cxk	A	P37231	264	2.2	205	265	275	477
7aks	AAA	Q9NX46	326	1.86	19	44	49	58	72	361
7aks	CCC	Q9NX46	333	1.86	19	59	70	361
7aks	EEE	Q9NX46	329	1.86	19	56	72	362
7aks	GGG	Q9NX46	332	1.86	19	59	71	361
6zy6	A	P11388	760	4.1	433	1097	1121	1215
6zy6	B	P11388	760	4.1	433	1097	1121	1215
7akk	A	P01024	842	3.395	649	1185	1237	1402	1405	1543
7akk	B	P01024	645	3.395	1	645
7akk	C	P01024	645	3.395	1	645
7akk	D	P11215	185	3.395	131	315
7akk	E	P01024	504	3.395	647	851	1237	1252	1261	1543
7akk	H	P11215	185	3.395	131	315
6zy5	A	P11388	760	3.6	433	1097	1121	1215
6zy5	B	P11388	760	3.6	433	1097	1121	1215
7a6v	A	P00918	259	2	3	261
7a7g	A	P34913	317	2.4	229	375	378	547
7a7g	B	P34913	318	2.4	229	377	379	547
7a5h	0	Q9BYC8	108	3.3	79	186
7a5h	6	Q96DV4	324	3.3	27	79	99	209	213	282	291	380
7a5h	8	Q9NQ50	110	3.3	83	192
7a5h	C	Q9H3J6	114	3.3	50	163
7a5h	D	Q5T653	236	3.3	61	296
7a5h	E	P09001	304	3.3	45	348
7a5h	F	Q9BYD3	250	3.3	45	294
7a5h	H	Q9BYD2	95	3.3	53	147
7a5h	I	Q7Z7H8	158	3.3	30	66	77	197
7a5h	N	Q9NX20	205	3.3	47	251
7a5h	S	Q7Z2W9	156	3.3	49	204
7a5h	U	Q16540	152	3.3	2	153
7a5h	V	Q96A35	202	3.3	15	216
7a5h	W	Q9P0M9	109	3.3	40	148
7a5h	X	Q13084	243	3.3	2	244
7a5h	Y	Q9HD33	176	3.3	63	238
7a5h	c	Q9H9J2	275	3.3	31	107	119	316
7a5h	e	Q9H2W6	217	3.3	43	104	116	217	227	279
7a5h	f	Q96GC5	116	3.3	48	66	77	132	150	190
7a5h	g	Q13405	129	3.3	38	166
7a5h	k	Q96EL3	80	3.3	13	56	61	96
7a5h	l	Q6P161	23	3.3	114	136
7a5h	m	Q7Z7F7	45	3.3	34	78
7a5h	p	Q14197	127	3.3	38	61	70	83	95	163	174	193
7a5h	q	Q8TAE8	128	3.3	25	152
7a5h	s	Q9NP92	370	3.3	41	119	140	430
7a5h	w	O14561	79	3.3	74	152
7a6e	A	P08183	1164	3.6	32	85	104	630	694	1276
6zzu	A	P07101	335	3.5	163	497
6zzu	B	P07101	335	3.5	163	497
6zzu	C	P07101	335	3.5	163	497
6zzu	D	P07101	335	3.5	163	497
7d4y	A	Q9ULW8	596	2.962	2	156	173	336	348	370	384	398	407	516	524	635	648	664
7d4y	B	Q9ULW8	601	2.962	1	155	173	337	346	370	384	398	405	516	524	635	648	664
7azb	A	Q16832	160	2.62	29	188
7aa7	P	Q9UIL1	5	1.45	12	16
7aa7	Q	Q9UIL1	5	1.45	12	16
7a6h	B	Q9NW08	1097	3.3	18	294	303	836	847	1132
7a6h	C	O15160	343	3.3	2	344
7a6h	M	Q9NVU0	220	3.3	6	154	183	253
7cp9	A	Q8N4H5	38	3	11	48
7cp9	B	Q8N4H5	37	3	11	47
7cp9	I	O96008	286	3	76	361
7cp9	J	O96008	286	3	76	361
6ztc	A	O60760	199	1.84	1	199
6ztc	B	O60760	199	1.84	1	199
7cq7	A	Q86WC4	207	3.55	72	130	142	204	216	245	253	307
7cq7	B	Q86WC4	207	3.55	73	131	142	204	216	246	253	306
7cq7	C	P51798	676	3.55	94	116	121	665	673	693	704	790
7cq7	D	P51798	676	3.55	94	116	120	664	673	695	706	790
7awc	A	P37231	269	1.74	203	263	270	477
7awg	A	P06276	526	2	4	529
7dl2	A	P49815	1127	4.4	127	348	358	643	683	750	758	936	1015	1082	1182	1221	1230	1245	1494	1599	1605	1626	1636	1755
7dl2	B	P49815	1065	4.4	124	140	159	174	185	200	211	225	232	250	262	275	280	305	316	348	358	400	407	623	685	748	758	937	1015	1082	1180	1242	1468	1599	1605	1626	1636	1755
7dl2	C	Q92574	224	4.4	746	969
7dl2	D	Q92574	226	4.4	746	971
7dl2	E	Q9P0N9	267	4.4	21	287
7awm	A	P43003	287	3.25	29	45	47	49	59	61	66	72	76	95	100	100	102	104	106	109	114	117	121	136	139	140	142	142	144	147	230	231	235	235	238	238	240	240	242	245	254	257	263	282	291	294	296	308	311	315	327	331	333	365	367	387	391	401	404	436	439	453	455	467	473	488
7awm	A	Q15758	125	3.25	46	46	50	58	62	65	73	75	96	99	101	101	105	105	110	113	118	120	137	138	141	141	143	143	171	198	216	229	232	234	236	237	239	239	241	241	246	253	258	262	295	295	309	310	316	326	332	332	366	366	388	390	402	403	437	438	454	454	468	472
7dnj	A	Q9BYX4	197	3.3	4	200
7dnj	B	Q9BYX4	197	3.3	4	200
7dnj	C	Q9BYX4	197	3.3	4	200
7dnj	D	Q9BYX4	197	3.3	4	200
7axc	A	O75469	264	2.05	142	176	196	207	210	230	235	310	315	434
7axe	A	O75469	276	1.9	140	178	196	310	313	434
7ay9	A	P68400	331	2.25	2	332
7ay9	B	P68400	331	2.25	2	332
7dce	B	P35613	132	3.8	103	234
7db6	B	P62873	336	3.3	5	340
7db6	D	P48039	276	3.3	22	221	231	306
7dcf	A	Q96KQ7	260	1.8	918	987	994	1092	1095	1185
7dcf	B	Q96KQ7	259	1.8	920	998	1001	1007	1010	1092	1095	1184
7dbj	A	P07195	333	1.551	2	334
7dbj	B	P07195	333	1.551	2	334
7dbj	C	P07195	333	1.551	2	334
7dbj	D	P07195	333	1.551	2	334
7aca	A	P01116	167	1.57	1	167
7aca	B	P01116	167	1.57	1	167
7aca	C	P01116	162	1.57	1	61	67	167
7aca	D	P01116	167	1.57	1	167
7cdf	A	O60341	661	2.68	172	832
7b40	A	P08581	279	1.76	1055	1147	1151	1235	1246	1346
7b3v	A	P08581	274	1.93	1057	1230	1245	1344
7b4h	A	P04637	194	1.39	94	116	120	183	187	293
7b4a	A	P04637	195	1.9	94	182	188	293
7b4a	B	P04637	195	1.9	94	182	188	293
7adp	A	Q8N766	881	3.6	26	46	51	340	368	412	417	463	481	502	521	883	896	955	961	993
7adp	I	Q5UCC4	133	3.6	51	115	127	194
7b4b	A	P04637	190	1.76	97	182	186	289
7b4b	B	P04637	191	1.76	97	287
7b4b	C	P04637	189	1.76	97	182	186	288
7b4b	D	P04637	186	1.76	97	182	185	223	228	288
7lvj	A	Q14790	185	1.5	60	244
7lwa	A	Q9H790	258	2.85	70	104	135	357
6u2k	B	Q2M385	604	2.93	11	419	420	518	519	614
6u38	A	Q8NBP7	92	2.73	61	152
6u38	B	Q8NBP7	482	2.73	153	162	178	210	220	448	452	545	547	572	584	659	670	683
7li8	A	P31645	539	3.9	79	617
7lh2	A	P58743	680	3.43	13	580	614	725
7lh2	B	P58743	680	3.43	13	580	614	725
7k15	A	Q15722	298	2.88	13	310
7k29	P	Q16236	9	2.2	77	85
7k2e	P	Q16236	6	2.03	77	82
7khl	A	O60885	124	1.286	44	167
7khl	B	O60885	124	1.286	44	167
7khh	C	P40337	148	2.281	61	208
7khh	D	O60885	125	2.281	44	168
7khk	A	P10721	291	2.34	566	627	631	689	690	690	761	826	829	931
7khk	B	P10721	266	2.34	567	596	601	626	631	682	765	818	821	888	894	929
7kia	A	P21802	287	2.22	467	583	595	764
7kia	B	P21802	288	2.22	467	582	596	767
7k0y	A	P78527	3669	3.7	7	494	517	546	557	582	607	685	700	1230	1241	1303	1323	1494	1498	1541	1550	1994	2000	2016	2082	2108	2119	2580	2784	2899	2917	3199	3226	3361	3368	3394	3406	4128
6u2j	A	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	B	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	C	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	D	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	E	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	F	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	G	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	H	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	I	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	J	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	K	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	L	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	M	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	N	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	O	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
6u2j	P	Q2M385	575	2.37	11	211	214	394	403	421	430	448	460	498	503	524	536	629
7e58	A	P32456	549	2.6	8	59	76	102	109	157	162	342	344	583
7e58	B	P32456	552	2.6	8	61	76	103	108	156	162	342	344	583
7e5m	A	P09758	236	3.2	33	268
7e5m	B	P09758	236	3.2	33	268
7f54	A	P63092	227	3	11	60	205	251	262	303	307	394
7f54	B	P62873	338	3	3	340
7f54	R	P32245	273	3	39	110	116	232	237	320
7e5e	A	P63092	338	1.95	38	70	88	352	355	394
7e5e	B	P63092	324	1.95	39	69	91	353	358	387
7e5e	C	P63092	332	1.95	38	70	88	351	357	391
7e5e	D	P63092	317	1.95	39	67	90	350	358	384
7f8u	A	P32238	278	2.8	37	240	302	375
7f8h	A	O00167	259	3.3	265	357	373	538
7f8h	B	O00167	257	3.3	265	356	374	538
7f8h	C	O00167	262	3.3	262	357	373	538
7f8y	A	P32238	278	2.5	37	240	302	375
7f8v	B	P62873	306	3.3	35	340
7kja	A	P29317	361	1.75	590	759	780	898	905	976
7kja	B	P29317	349	1.75	590	635	638	759	780	899	905	965
7f8o	A	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	B	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	C	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	D	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	E	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	F	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7f8o	G	Q96RD7	312	3.6	2	96	99	157	194	318	322	354
7kk6	A	P09874	350	2.06	662	1011
7kk6	B	P09874	349	2.06	662	1010
7klb	A	P04179	199	2.16	0	198
7klb	B	P04179	199	2.16	0	198
7kvm	A	P08684	454	2.75	28	209	215	263	269	280	286	496
7kxz	A	P00533	299	2.4	696	747	752	987	1007	1017
7kxq	A	Q06187	270	1.38	390	659
7klm	A	P05089	317	2.27	3	319
7klm	B	P05089	317	2.27	3	319
7klm	C	P05089	317	2.27	3	319
7klm	D	P05089	317	2.27	3	319
7klm	E	P05089	317	2.27	3	319
7klm	F	P05089	317	2.27	3	319
7evj	A	Q92793	111	2.57	1081	1191
7evr	B	Q9BYW2	26	1.8	2168	2193
7evr	D	Q9BYW2	26	1.8	2168	2193
7ew1	A	Q9H228	269	3.4	14	27	37	63	68	226	242	310
7ew1	B	P62873	339	3.4	2	340
7dpx	A	P21757	103	2.002	2	104
